2.999999999999971578e-01,1.933820352128149539e-02,5.000000000000000278e-02
2.000000000000028422e-01,1.838821350863645634e-02,5.000000000000000278e-02
2.999999999999971578e-01,1.850117399683395489e-02,5.000000000000000278e-02
2.000000000000028422e-01,1.818866782168359827e-02,5.000000000000000278e-02
2.000000000000028422e-01,1.897417927400324097e-02,5.000000000000000278e-02
2.000000000000028422e-01,1.835952575550703000e-02,5.000000000000000278e-02
2.999999999999971578e-01,1.827047625794698052e-02,5.000000000000000278e-02
4.000000000000056843e-01,1.903959019608755104e-02,5.000000000000000278e-02
2.999999999999971578e-01,1.864465531120207409e-02,5.000000000000000278e-02
2.999999999999971578e-01,1.923681461610382212e-02,5.000000000000000278e-02
7.999999999999971578e-01,9.849672866802890170e-03,1.000000000000000056e-01
7.999999999999971578e-01,9.859433626400224138e-03,1.000000000000000056e-01
7.999999999999971578e-01,9.898641337132307871e-03,1.000000000000000056e-01
7.000000000000028422e-01,9.771067714322640568e-03,1.000000000000000056e-01
7.999999999999971578e-01,9.857372494325909729e-03,1.000000000000000056e-01
9.000000000000056843e-01,9.688817305213365608e-03,1.000000000000000056e-01
7.999999999999971578e-01,9.655752605131750349e-03,1.000000000000000056e-01
7.000000000000028422e-01,9.868273735391626389e-03,1.000000000000000056e-01
7.000000000000028422e-01,9.825535467735350276e-03,1.000000000000000056e-01
7.999999999999971578e-01,9.703123525560838902e-03,1.000000000000000056e-01
2.200000000000002842e+00,4.140990580419345174e-03,1.499999999999999944e-01
2.400000000000005684e+00,4.223930587274935151e-03,1.499999999999999944e-01
2.700000000000002842e+00,4.227282688661956195e-03,1.499999999999999944e-01
2.200000000000002842e+00,4.156738204892611657e-03,1.499999999999999944e-01
2.299999999999997158e+00,4.194461261864740852e-03,1.499999999999999944e-01
2.299999999999997158e+00,4.148395227261085852e-03,1.499999999999999944e-01
2.599999999999994316e+00,4.205662731967975583e-03,1.499999999999999944e-01
2.299999999999997158e+00,4.195428211228058660e-03,1.499999999999999944e-01
2.299999999999997158e+00,4.176154265793321010e-03,1.499999999999999944e-01
2.099999999999994316e+00,4.152843953603014074e-03,1.499999999999999944e-01
6.799999999999997158e+00,2.417246963641951456e-03,2.000000000000000111e-01
6.599999999999994316e+00,2.434094577030745162e-03,2.000000000000000111e-01
6.599999999999994316e+00,2.436723593826765552e-03,2.000000000000000111e-01
6.400000000000005684e+00,2.433605697811958967e-03,2.000000000000000111e-01
6.000000000000000000e+00,2.426403143225804634e-03,2.000000000000000111e-01
6.000000000000000000e+00,2.432708226809277095e-03,2.000000000000000111e-01
6.799999999999997158e+00,2.427668768955443170e-03,2.000000000000000111e-01
6.500000000000000000e+00,2.435043166874532438e-03,2.000000000000000111e-01
6.599999999999994316e+00,2.430105008810477633e-03,2.000000000000000111e-01
6.200000000000002842e+00,2.424163026966078688e-03,2.000000000000000111e-01
1.409999999999999432e+01,1.802188382511072219e-03,2.500000000000000000e-01
1.540000000000000568e+01,1.795524655946718982e-03,2.500000000000000000e-01
1.440000000000000568e+01,1.797074975806041072e-03,2.500000000000000000e-01
1.400000000000000000e+01,1.800662504017380965e-03,2.500000000000000000e-01
1.459999999999999432e+01,1.795758883566641022e-03,2.500000000000000000e-01
1.559999999999999432e+01,1.803609790312482846e-03,2.500000000000000000e-01
1.459999999999999432e+01,1.802770199375544266e-03,2.500000000000000000e-01
1.500000000000000000e+01,1.795724326084249724e-03,2.500000000000000000e-01
1.500000000000000000e+01,1.806257163705096052e-03,2.500000000000000000e-01
1.429999999999999716e+01,1.802517894645470561e-03,2.500000000000000000e-01
3.147530864197531741e+01,1.461744539257551871e-03,2.999999999999999889e-01
3.078765432098764165e+01,1.456906040352670424e-03,2.999999999999999889e-01
3.081111111111111711e+01,1.456883949590697053e-03,2.999999999999999889e-01
3.145061728395062062e+01,1.460423808163148138e-03,2.999999999999999889e-01
3.197407407407406765e+01,1.450646838824802250e-03,2.999999999999999889e-01
3.080123456790123271e+01,1.457292831803861039e-03,2.999999999999999889e-01
3.234938271604937654e+01,1.453548225563497170e-03,2.999999999999999889e-01
3.167407407407405628e+01,1.455417635580304831e-03,2.999999999999999889e-01
3.244938271604939928e+01,1.453165373280606047e-03,2.999999999999999889e-01
3.094938271604939928e+01,1.456289927575633858e-03,2.999999999999999889e-01
